Ra, Rb
8.912946, 0.472042
8.913000, 0.472043
8.913055, 0.472045
8.913110, 0.472046
8.913165, 0.472048
8.913220, 0.472049
8.913275, 0.472051
8.913331, 0.472052
8.913386, 0.472054
8.913442, 0.472055
8.913498, 0.472057
8.913554, 0.472058
8.913611, 0.472060
8.913667, 0.472061
8.913724, 0.472063
8.913781, 0.472064
8.913838, 0.472066
8.913895, 0.472067
8.913952, 0.472069
8.914010, 0.472070
8.914068, 0.472072
8.914126, 0.472073
8.914184, 0.472075
8.914242, 0.472076
8.914301, 0.472078
8.914359, 0.472079
8.914418, 0.472081
8.914477, 0.472083
8.914536, 0.472084
8.914596, 0.472086
8.914655, 0.472087
8.914715, 0.472089
8.914775, 0.472090
8.914835, 0.472092
8.914895, 0.472094
8.914955, 0.472095
8.915016, 0.472097
8.915076, 0.472098
8.915137, 0.472100
8.915198, 0.472102
8.915260, 0.472103
8.915321, 0.472105
8.915383, 0.472107
8.915444, 0.472108
8.915506, 0.472110
8.915569, 0.472111
8.915631, 0.472113
8.915693, 0.472115
8.915756, 0.472116
8.915819, 0.472118
8.915882, 0.472120
8.915945, 0.472121
8.916008, 0.472123
8.916072, 0.472125
8.916136, 0.472126
8.916199, 0.472128
8.916263, 0.472130
8.916328, 0.472132
8.916392, 0.472133
8.916457, 0.472135
8.916521, 0.472137
8.916586, 0.472138
8.916651, 0.472140
8.916717, 0.472142
8.916782, 0.472144
8.916848, 0.472145
8.916913, 0.472147
8.916979, 0.472149
8.917045, 0.472151
8.917112, 0.472152
8.917178, 0.472154
8.917245, 0.472156
8.917312, 0.472158
8.917379, 0.472159
8.917446, 0.472161
8.917513, 0.472163
8.917581, 0.472165
8.917648, 0.472167
8.917716, 0.472168
8.917784, 0.472170
8.917853, 0.472172
8.917921, 0.472174
8.917990, 0.472176
8.918058, 0.472177
8.918127, 0.472179
8.918196, 0.472181
8.918266, 0.472183
8.918335, 0.472185
8.918405, 0.472187
8.918474, 0.472188
8.918544, 0.472190
8.918615, 0.472192
8.918685, 0.472194
8.918755, 0.472196
8.918826, 0.472198
8.918897, 0.472200
8.918968, 0.472201
8.919039, 0.472203
8.919110, 0.472205
8.919182, 0.472207
8.919254, 0.472209
8.919326, 0.472211
8.919398, 0.472213
8.919470, 0.472215
8.919542, 0.472217
8.919615, 0.472219
8.919688, 0.472220
8.919760, 0.472222
8.919834, 0.472224
8.919907, 0.472226
8.919980, 0.472228
8.920054, 0.472230
8.920128, 0.472232
8.920202, 0.472234
8.920276, 0.472236
8.920350, 0.472238
8.920425, 0.472240
8.920499, 0.472242
8.920574, 0.472244
8.920649, 0.472246
8.920724, 0.472248
8.920800, 0.472250
8.920875, 0.472252
8.920951, 0.472254
8.921027, 0.472256
8.921103, 0.472258
8.921179, 0.472260
8.921256, 0.472262
8.921332, 0.472264
8.921409, 0.472266
8.921486, 0.472268
8.921563, 0.472270
8.921640, 0.472272
8.921718, 0.472274
8.921795, 0.472276
8.921873, 0.472278
8.921951, 0.472280
8.922029, 0.472282
8.922107, 0.472285
8.922186, 0.472287
